"YYYY","MM","DD","TIME","STAMP","Nhiệt độ","Độ mặn","PH","NH3","H2S","TSS","DO","COD","Ghi chú",,
"2019","01","07","18:00","07/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","08","00:00","08/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","08","06:00","08/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","08","09:00","08/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","08","12:00","08/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","08","15:00","08/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","08","18:00","08/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","09","00:00","09/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","09","06:00","09/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","09","09:00","09/01/2019 09:00",27.0,34.0,8.2,0.020,0.000,6.100,6.8,2.6,2018,"TTG","ĐỘT XUẤT"
"2019","01","09","12:00","09/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","09","15:00","09/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","09","18:00","09/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","10","00:00","10/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","10","06:00","10/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","10","09:00","10/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","10","12:00","10/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","10","15:00","10/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","10","18:00","10/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","11","00:00","11/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","11","06:00","11/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","11","09:00","11/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","11","12:00","11/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","11","15:00","11/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","11","18:00","11/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","12","00:00","12/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","12","06:00","12/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","12","09:00","12/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","12","12:00","12/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","12","15:00","12/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","12","18:00","12/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","13","00:00","13/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","13","06:00","13/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","13","09:00","13/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","13","12:00","13/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","13","15:00","13/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","13","18:00","13/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","14","00:00","14/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","14","06:00","14/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","14","09:00","14/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","14","12:00","14/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","14","15:00","14/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","14","18:00","14/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","15","00:00","15/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","15","06:00","15/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","15","09:00","15/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","15","12:00","15/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","15","15:00","15/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","15","18:00","15/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","16","00:00","16/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","16","06:00","16/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","16","09:00","16/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","16","12:00","16/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","16","15:00","16/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","16","18:00","16/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","17","00:00","17/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","17","06:00","17/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","17","09:00","17/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","17","12:00","17/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","17","15:00","17/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","17","18:00","17/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","18","00:00","18/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","18","06:00","18/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","18","09:00","18/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","18","12:00","18/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","18","15:00","18/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","18","18:00","18/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","19","00:00","19/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","19","06:00","19/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","19","09:00","19/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","19","12:00","19/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","19","15:00","19/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","19","18:00","19/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","20","00:00","20/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","20","06:00","20/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","20","09:00","20/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","20","12:00","20/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","20","15:00","20/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","20","18:00","20/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","21","00:00","21/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","21","06:00","21/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","21","09:00","21/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","21","12:00","21/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","21","15:00","21/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","21","18:00","21/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","22","00:00","22/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","22","06:00","22/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","22","09:00","22/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","22","12:00","22/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","22","15:00","22/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","22","18:00","22/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","23","00:00","23/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","23","06:00","23/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","23","09:00","23/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","23","12:00","23/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","23","15:00","23/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","23","18:00","23/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","24","00:00","24/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","24","06:00","24/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","24","09:00","24/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","24","12:00","24/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","24","15:00","24/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","24","18:00","24/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","25","00:00","25/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","25","06:00","25/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","25","09:00","25/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","25","12:00","25/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","25","15:00","25/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","25","18:00","25/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","26","00:00","26/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","26","06:00","26/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","26","09:00","26/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","26","12:00","26/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","26","15:00","26/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","26","18:00","26/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","27","00:00","27/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","27","06:00","27/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","27","09:00","27/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","27","12:00","27/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","27","15:00","27/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","27","18:00","27/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","28","00:00","28/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","28","06:00","28/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","28","09:00","28/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","28","12:00","28/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","28","15:00","28/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","28","18:00","28/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","29","00:00","29/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","29","06:00","29/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","29","09:00","29/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","29","12:00","29/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","29","15:00","29/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","29","18:00","29/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","30","00:00","30/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","30","06:00","30/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","30","09:00","30/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","30","12:00","30/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","30","15:00","30/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","30","18:00","30/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","31","00:00","31/01/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","31","06:00","31/01/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","31","09:00","31/01/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","31","12:00","31/01/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","31","15:00","31/01/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","01","31","18:00","31/01/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","01","00:00","01/02/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","01","06:00","01/02/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","01","09:00","01/02/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","01","12:00","01/02/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","01","15:00","01/02/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","01","18:00","01/02/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","02","00:00","02/02/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","02","06:00","02/02/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","02","09:00","02/02/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","02","12:00","02/02/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","02","15:00","02/02/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","02","18:00","02/02/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","03","00:00","03/02/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","03","06:00","03/02/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","03","09:00","03/02/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","03","12:00","03/02/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","03","15:00","03/02/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","03","18:00","03/02/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","04","00:00","04/02/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","04","06:00","04/02/2019 06:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","04","09:00","04/02/2019 09:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","04","12:00","04/02/2019 12:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","04","15:00","04/02/2019 15:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","04","18:00","04/02/2019 18:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","05","00:00","05/02/2019 00:00",,,,,,,,,"AVE",,"ADDING LATER"
"2019","02","05","06:00","05/02/2019 06:00",18.0,33.0,8.3,0.060,0.000,6.200,6.5,5.6,2018,"TTG",
"2019","02","05","09:00","05/02/2019 09:00",18.5,35.0,8.2,0.090,0.000,6.188,6.7,5.6,2018,"TTG",
"2019","02","05","12:00","05/02/2019 12:00",19.0,34.0,7.9,0.120,0.010,6.500,5.8,5.1,2018,"TTG",
"2019","02","05","15:00","05/02/2019 15:00",19.5,33.9,7.9,0.117,0.010,6.441,5.8,5.0,"AVE",,
"2019","02","05","18:00","05/02/2019 18:00",19.1,34.9,8.2,0.092,0.000,6.168,6.6,5.5,"AVE",,
"2019","02","06","00:00","06/02/2019 00:00",19.1,34.9,8.2,0.092,0.000,6.168,6.6,5.5,"AVE",,
"2019","02","06","06:00","06/02/2019 06:00",19.4,34.8,8.2,0.094,0.000,6.158,6.6,5.5,"AVE",,
"2019","02","06","09:00","06/02/2019 09:00",19.6,34.8,8.2,0.095,0.000,6.148,6.6,5.5,"AVE",,
"2019","02","06","12:00","06/02/2019 12:00",20.1,33.9,7.9,0.114,0.009,6.383,5.8,4.9,"AVE",,
"2019","02","06","15:00","06/02/2019 15:00",20.6,33.8,7.9,0.111,0.009,6.324,5.8,4.8,"AVE",,
"2019","02","06","18:00","06/02/2019 18:00",20.2,34.6,8.2,0.097,0.000,6.129,6.5,5.4,"AVE",,
"2019","02","07","00:00","07/02/2019 00:00",20.2,34.6,8.2,0.097,0.000,6.129,6.5,5.4,"AVE",,
"2019","02","07","06:00","07/02/2019 06:00",20.5,34.6,8.2,0.098,0.000,6.119,6.5,5.4,"AVE",,
"2019","02","07","09:00","07/02/2019 09:00",20.8,34.5,8.2,0.100,0.001,6.109,6.4,5.4,"AVE",,
"2019","02","07","12:00","07/02/2019 12:00",21.2,33.8,8.0,0.108,0.008,6.266,5.8,4.7,"AVE",,
"2019","02","07","15:00","07/02/2019 15:00",21.7,33.7,8.0,0.105,0.008,6.207,5.8,4.6,"AVE",,
"2019","02","07","18:00","07/02/2019 18:00",21.3,34.4,8.2,0.102,0.001,6.090,6.4,5.3,"AVE",,
"2019","02","08","00:00","08/02/2019 00:00",21.3,34.4,8.2,0.102,0.001,6.090,6.4,5.3,"AVE",,
"2019","02","08","06:00","08/02/2019 06:00",21.6,34.3,8.2,0.103,0.001,6.080,6.3,5.3,"AVE",,
"2019","02","08","09:00","08/02/2019 09:00",21.9,34.3,8.2,0.104,0.001,6.070,6.3,5.2,"AVE",,
"2019","02","08","12:00","08/02/2019 12:00",22.2,33.6,8.0,0.102,0.007,6.148,5.8,4.5,"AVE",,
"2019","02","08","15:00","08/02/2019 15:00",22.8,33.6,8.0,0.099,0.007,6.090,5.7,4.4,"AVE",,
"2019","02","08","18:00","08/02/2019 18:00",22.5,34.1,8.2,0.107,0.001,6.051,6.2,5.2,"AVE",,
"2019","02","09","00:00","09/02/2019 00:00",22.5,34.1,8.2,0.107,0.001,6.051,6.2,5.2,"AVE",,
"2019","02","09","06:00","09/02/2019 06:00",22.8,34.1,8.2,0.108,0.001,6.041,6.2,5.2,"AVE",,
"2019","02","09","09:00","09/02/2019 09:00",23.1,34.0,8.2,0.109,0.001,6.031,6.2,5.1,"AVE",,
"2019","02","09","12:00","09/02/2019 12:00",23.3,33.5,8.0,0.097,0.006,6.031,5.7,4.3,"AVE",,
"2019","02","09","15:00","09/02/2019 15:00",24.4,33.4,8.0,0.091,0.005,5.914,5.7,4.1,"AVE",,
"2019","02","09","18:00","09/02/2019 18:00",24.2,33.8,8.2,0.114,0.001,5.992,6.0,5.0,"AVE",,
"2019","02","10","00:00","10/02/2019 00:00",24.2,33.8,8.2,0.114,0.001,5.992,6.0,5.0,"AVE",,
"2019","02","10","06:00","10/02/2019 06:00",24.8,33.6,8.2,0.116,0.001,5.973,6.0,4.9,"AVE",,
"2019","02","10","09:00","10/02/2019 09:00",25.3,33.5,8.2,0.119,0.002,5.953,5.9,4.9,"AVE",,
"2019","02","10","12:00","10/02/2019 12:00",25.5,33.3,8.1,0.085,0.004,5.797,5.7,3.9,"AVE",,
"2019","02","10","15:00","10/02/2019 15:00",26.0,33.2,8.1,0.082,0.004,5.738,5.7,3.8,"AVE",,
"2019","02","10","18:00","10/02/2019 18:00",25.9,33.4,8.2,0.121,0.002,5.934,5.8,4.8,"AVE",,
"2019","02","11","00:00","11/02/2019 00:00",25.9,33.4,8.2,0.121,0.002,5.934,5.8,4.8,"AVE",,
"2019","02","11","06:00","11/02/2019 06:00",26.2,33.3,8.2,0.122,0.002,5.924,5.8,4.8,"AVE",,
"2019","02","11","09:00","11/02/2019 09:00",26.5,33.3,8.2,0.123,0.002,5.914,5.8,4.8,"AVE",,
"2019","02","11","12:00","11/02/2019 12:00",26.5,33.1,8.1,0.079,0.003,5.680,5.7,3.7,"AVE",,
"2019","02","11","15:00","11/02/2019 15:00",27.1,33.1,8.1,0.076,0.003,5.621,5.7,3.6,"AVE",,
"2019","02","11","18:00","11/02/2019 18:00",27.0,33.1,8.2,0.126,0.002,5.895,5.7,4.7,"AVE",,
"2019","02","12","00:00","12/02/2019 00:00",27.0,33.1,8.2,0.126,0.002,5.895,5.7,4.7,"AVE",,
"2019","02","12","06:00","12/02/2019 06:00",27.3,33.1,8.2,0.127,0.002,5.885,5.7,4.7,"AVE",,
"2019","02","12","09:00","12/02/2019 09:00",27.6,33.0,8.2,0.128,0.002,5.875,5.6,4.6,2019,"VIỆN 3",
"2019","02","12","12:00","12/02/2019 12:00",27.6,33.0,8.1,0.073,0.002,5.563,5.7,3.5,2019,"VIỆN 3",
"2019","02","12","15:00","12/02/2019 15:00",27.6,33.0,8.1,0.073,0.002,5.094,5.7,3.5,"AVE",,
"2019","02","12","18:00","12/02/2019 18:00",27.6,33.0,8.2,0.138,0.002,5.563,5.6,4.6,"AVE",,
"2019","02","13","00:00","13/02/2019 00:00",27.6,33.0,8.2,0.138,0.002,5.563,5.6,4.6,"AVE",,
"2019","02","13","06:00","13/02/2019 06:00",27.6,33.0,8.2,0.142,0.002,5.406,5.5,4.6,"AVE",,
"2019","02","13","09:00","13/02/2019 09:00",27.6,33.0,8.2,0.147,0.002,5.250,5.5,4.6,2019,"VIỆN 3",
"2019","02","13","12:00","13/02/2019 12:00",27.6,33.0,8.1,0.073,0.002,4.625,5.7,3.5,2019,"VIỆN 3",
"2019","02","13","15:00","13/02/2019 15:00",26.3,33.5,8.2,0.052,0.001,4.313,5.7,3.0,"AVE",,
"2019","02","13","18:00","13/02/2019 18:00",26.3,34.0,8.2,0.094,0.001,4.625,5.4,3.3,"AVE",,
"2019","02","14","00:00","14/02/2019 00:00",26.3,34.0,8.2,0.094,0.001,4.625,5.4,3.3,"AVE",,
"2019","02","14","06:00","14/02/2019 06:00",25.7,34.5,8.2,0.067,0.001,4.313,5.4,2.7,"AVE",,
"2019","02","14","09:00","14/02/2019 09:00",25.0,35.0,8.3,0.040,0.000,4.000,5.4,2.0,2017,"TTG",
"2019","02","14","12:00","14/02/2019 12:00",25.0,34.0,8.3,0.030,0.000,4.000,5.8,2.5,2017,"TTG",
"2019","02","14","15:00","14/02/2019 15:00",25.7,33.8,8.3,0.041,0.001,4.156,5.8,2.7,"AVE",,
"2019","02","14","18:00","14/02/2019 18:00",25.7,34.5,8.2,0.067,0.001,4.313,5.4,2.7,"AVE",,
"2019","02","15","00:00","15/02/2019 00:00",25.7,34.5,8.2,0.067,0.001,4.313,5.4,2.7,"AVE",,
"2019","02","15","06:00","15/02/2019 06:00",26.0,34.3,8.2,0.080,0.001,4.469,5.4,3.0,"AVE",,
"2019","02","15","09:00","15/02/2019 09:00",26.3,34.0,8.2,0.094,0.001,4.625,5.4,3.3,"AVE",,
